2024-03-04 06:32:30,191 DEBUG   HandlerThread:13778 [system_monitor.py:probe():223] {'os': 'Linux-5.14.0-362.18.1.el9_3.x86_64-x86_64-with-glibc2.34', 'python': '3.9.18', 'heartbeatAt': '2024-03-04T05:32:30.160731', 'startedAt': '2024-03-04T05:32:28.734298', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/GAT.py', 'codePathLocal': 'GAT.py', 'codePath': 'GAT.py', 'git': {'remote': 'git@github.com:mathilde-cros/Bachelor-Thesis-Alzheimers-HGNN.git', 'commit': 'cbefd83920849fd8c67ce088d31af7b8c99e1037'}, 'email': None, 'root': '/users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN', 'host': 'ferrari.polytechnique.fr', 'username': 'mathilde.cros', 'executable': '/usr/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4043.7353333333326, 'min': 800.0, 'max': 4800.0}, 'cpu_freq_per_core': [{'current': 3600.0, 'min': 800.0, 'max': 4800.0}, {'current': 3600.0, 'min': 800.0, 'max': 4800.0}, {'current': 4352.784, 'min': 800.0, 'max': 4800.0}, {'current': 4367.67, 'min': 800.0, 'max': 4800.0}, {'current': 4367.869, 'min': 800.0, 'max': 4800.0}, {'current': 4368.442, 'min': 800.0, 'max': 4800.0}, {'current': 4368.679, 'min': 800.0, 'max': 4800.0}, {'current': 4368.956, 'min': 800.0, 'max': 4800.0}, {'current': 4369.02, 'min': 800.0, 'max': 4800.0}, {'current': 3600.0, 'min': 800.0, 'max': 4800.0}, {'current': 3600.0, 'min': 800.0, 'max': 4800.0}, {'current': 3600.0, 'min': 800.0, 'max': 4800.0}], 'disk': {'/': {'total': 3.990234375, 'used': 0.9619674682617188}}, 'gpu': 'Quadro P2200', 'gpu_count': 1, 'gpu_devices': [{'name': 'Quadro P2200', 'memory_total': 5368709120}], 'memory': {'total': 62.366241455078125}}
2024-03-04 06:32:30,191 INFO    HandlerThread:13778 [system_monitor.py:probe():224] Finished collecting system info
2024-03-04 06:32:30,191 INFO    HandlerThread:13778 [system_monitor.py:probe():227] Publishing system info
2024-03-04 06:32:30,194 INFO    HandlerThread:13778 [system_monitor.py:probe():229] Finished publishing system info
2024-03-04 06:32:30,195 DEBUG   SenderThread:13778 [sender.py:send():382] send: files
2024-03-04 06:32:30,195 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-04 06:32:30,203 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: python_packages
2024-03-04 06:32:30,204 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: python_packages
2024-03-04 06:32:30,205 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: stop_status
2024-03-04 06:32:30,205 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-04 06:32:30,206 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: stop_status
2024-03-04 06:32:30,481 DEBUG   SenderThread:13778 [sender.py:send():382] send: telemetry
2024-03-04 06:32:30,729 INFO    wandb-upload_0:13778 [upload_job.py:push():131] Uploaded file /tmp/tmp_5xe2fiiwandb/hi0n34ir-wandb-metadata.json
2024-03-04 06:32:31,016 INFO    Thread-410:13778 [dir_watcher.py:_on_file_created():271] file/dir created: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/requirements.txt
2024-03-04 06:32:31,016 INFO    Thread-410:13778 [dir_watcher.py:_on_file_created():271] file/dir created: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-metadata.json
2024-03-04 06:32:31,310 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:31,311 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:31,311 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:31,313 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:32,015 INFO    Thread-410:13778 [dir_watcher.py:_on_file_created():271] file/dir created: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:32,016 INFO    Thread-410:13778 [dir_watcher.py:_on_file_created():271] file/dir created: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:32,407 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:32,408 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:32,408 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:32,412 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:33,016 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:33,563 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:33,564 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:33,564 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:33,566 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:34,016 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:34,017 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:34,631 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 06:32:34,632 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:34,633 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:34,633 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:34,635 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:35,018 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:35,690 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:35,690 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:35,690 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:35,692 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:36,019 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:36,020 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:36,785 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:36,786 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:36,786 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:36,789 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:37,024 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:38,020 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:39,789 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 06:32:40,384 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:40,384 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:40,385 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:40,386 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:41,022 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:42,023 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:43,885 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:43,886 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:43,886 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:43,888 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:44,024 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:44,888 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 06:32:45,204 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: stop_status
2024-03-04 06:32:45,204 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: stop_status
2024-03-04 06:32:45,204 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-04 06:32:46,026 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:47,200 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:47,201 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:47,202 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:47,204 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:48,028 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:48,028 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:49,724 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:49,724 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:49,724 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:49,726 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:50,029 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:50,727 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 06:32:52,030 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:52,367 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:52,367 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:52,368 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:52,370 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:53,031 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:32:54,032 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/output.log
2024-03-04 06:32:56,371 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: status_report
2024-03-04 06:32:58,897 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: partial_history
2024-03-04 06:32:58,898 DEBUG   SenderThread:13778 [sender.py:send():382] send: history
2024-03-04 06:32:58,898 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: summary_record
2024-03-04 06:32:58,900 INFO    SenderThread:13778 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-04 06:32:59,035 INFO    Thread-410:13778 [dir_watcher.py:_on_file_modified():288] file/dir modified: /users/eleves-b/2021/mathilde.cros/Bachelor-Thesis-Alzheimers-HGNN/wandb/run-20240304_063228-bkiprsnl/files/wandb-summary.json
2024-03-04 06:33:00,204 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: stop_status
2024-03-04 06:33:00,204 DEBUG   SenderThread:13778 [sender.py:send_request():409] send_request: stop_status
2024-03-04 06:33:00,206 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-04 06:33:01,433 DEBUG   HandlerThread:13778 [handler.py:handle_request():146] handle_request: status_report
